Plugin,Menu,Section,Type,English,Japanese
"ICE","","","","Current planet has no stored fishing holes in the sheets. (Might need to be added?)","現在の惑星には保存済みの釣り場データがありません。（追加が必要かもしれません）"
"ICE","","","","Current Tool XP","現在のツールEXP"
"ICE","","","","Default","デフォルト"
"ICE","","","","Delay Post Relic Turnin","レリック納品後の待機時間"
"ICE","","","","Delete Profile","プロファイルを削除"
"ICE","","","","Delete Selected Profile","選択中プロファイルを削除"
"ICE","","","","Dev Favorites","開発者おすすめ"
"ICE","","","","Disable HUD Clipping","HUDのクリッピングを無効化"
"ICE","","","","Disable Pathfinding to Red Alerts","レッドアラートへの経路探索を無効化"
"ICE","","","","Dismount Target Range","降りる対象距離"
"ICE","","","","Distance before hub return is used (yalms)","拠点帰還を使う距離（ヤルム）"
"ICE","","","","Do you want to buy drones? If yes, enable this","ドローンを購入する場合は有効にしてください"
"ICE","","","","Don't do hub activities when a red alert is active","レッドアラート中は拠点アクティビティを行わない"
"ICE","","","","Dronebit Settings","ドローンビット設定"
"ICE","","","","Enable","有効"
"ICE","","","","Enable Auto Gamba Wheel","Gambaホイール自動化を有効"
"ICE","","","","Enabling this will make it to where pandora's cordial feature won't be auto-paused.","有効にすると、Pandoraのコーディアル機能が自動停止されなくなります。"
"ICE","","","","Expedition Log","遠征ログ"
"ICE","","","","Export to Clipboard","クリップボードへ出力"
"ICE","","","","Extract Spiritbond on Gather","採集中にマテリア精製"
"ICE","","","","Field Mastery | Sharp Vision I","フィールドマスタリー／シャープビジョンI"
"ICE","","","","Field Mastery | Sharp Vision II","フィールドマスタリー／シャープビジョンII"
"ICE","","","","Field Mastery | Sharp Vision III","フィールドマスタリー／シャープビジョンIII"
"ICE","","","","Filter by current job only","現在のジョブだけで絞り込む"
"ICE","","","","Finding drone locations is turned off, so we're just going to ignore this. If you want to run this, please enable it","ドローン地点探索がOFFのため、この処理は無視します。実行する場合は有効にしてください。"
"ICE","","","","Flora Mastery | Clear Vision [Temp]","フローラマスタリー／クリアビジョン［仮］"
"ICE","","","","Food","食事"
"ICE","","","","Food Settings","食事設定"
"ICE","","","","For botanist/miner/fisher","園芸師／採掘師／漁師向け"
"ICE","","","","For fisher only","漁師のみ"
"ICE","","","","Gamba Delay","Gamba待機時間"
"ICE","","","","Gamble Between Runs","周回の合間にGambaを実行"
"ICE","","","","Gambling Settings","Gamba設定"
"ICE","","","","Gather Profiles","採集プロファイル"
"ICE","","","","Gathering","採集"
"ICE","","","","Gathering Profile","採集プロファイル"
"ICE","","","","Global Artisan Settings","Artisan共通設定"
"ICE","","","","Go buy items when you reach","この値に達したら購入へ移動"
"ICE","","","","Gold Completion Grind","金評価周回"
"ICE","","","","Here's what each of the following does:","各項目の動作："
"ICE","","","","Hide Completed","完了済みを非表示"
"ICE","","","","Hide Unsupported Missions","未対応ミッションを非表示"
"ICE","","","","Highlight EX+ token weathers","EX+トークン対象天候を強調表示"
"ICE","","","","Hold Control to delete profile","Ctrlを押しながらプロファイルを削除"
"ICE","","","","Hold shift to allow applying","Shiftを押しながら適用"
"ICE","","","","Hub Activities","拠点アクティビティ"
"ICE","","","","If stuck during nav movement:","ナビ移動中にスタックした場合："
"ICE","","","","If you want to let it auto select the wheels and gamba, enable this. If you want to not auto run when you're running the gamble wheel, disable this.","ホイールとGambaを自動選択させる場合は有効にします。Gambaホイール使用時に自動実行したくない場合は無効にしてください。"
"ICE","","","","Ignore non-Cosmic prompts","コスモ関連以外の確認を無視"
"ICE","","","","Import Selected Profile","選択中プロファイルをインポート"
"ICE","","","","Increase Gathering & Crafting Speed","採集・製作速度を上げる"
"ICE","","","","Info","情報"
"ICE","","","","Inverse Priority (Watered -> Regular -> Hi)","優先順位を反転（Watered → Regular → Hi）"
"ICE","","","","It appears that you have on of the following enabled","以下のいずれかが有効になっています"
"ICE","","","","Jump","ジャンプ"
"ICE","","","","Keep ""A Rank"" missions and below","Aランク以下のミッションを維持"
"ICE","","","","Keep this much Cosmocredits","このコスモクレジット数を残す"
"ICE","","","","Leveling Grind","レベリング周回"
"ICE","","","","Max Use","最大使用回数"
"ICE","","","","Maximum Drones","ドローン最大数"
"ICE","","","","Min mission rank for cordials","コーディアルを使う最低ミッションランク"
"ICE","","","","Min mission rank for food","食事を使う最低ミッションランク"
"ICE","","","","Minimum Gp for Usage","使用する最低GP"
"ICE","","","","Minimum GP to start mission","ミッション開始に必要な最低GP"
"ICE","","","","Minimum Grade 8 Dark Matter","G8ダークマター最低所持数"
"ICE","","","","Minimum Mounting Range","マウントを使用する最低距離"
"ICE","","","","Minimum Node Durability for Usage","使用する最低採集ポイント耐久"
"ICE","","","","Mininum credits to keep","残しておく最低クレジット"
"ICE","","","","Minumum Items To Gather","最低採集数"
"ICE","","","","Misc Settings","その他設定"
"ICE","","","","Mission Priority","ミッション優先順位"
"ICE","","","","Mission Search Priority","ミッション検索優先順位"
"ICE","","","","Mission Settings","ミッション設定"
"ICE","","","","Mission Setup","ミッション準備"
"ICE","","","","Mission Type","ミッション種別"
"ICE","","","","Mount Settings","マウント設定"
"ICE","","","","ms stuck###StuckDelay","ms スタック判定###StuckDelay"
"ICE","","","","ms###Crafting","ms###Crafting"
"ICE","","","","ms###Mission","ms###Mission"
"ICE","","","","Need Help?","ヘルプが必要ですか？"
"ICE","","","","New Profile Name","新しいプロファイル名"
"ICE","","","","No location set","地点が設定されていません"
"ICE","","","","Node Durability For Usage","使用する採集ポイント耐久"
"ICE","","","","Nophica's / Nald'thal's Tidings Buff","ノフィカ／ナルザルの加護バフ"
"ICE","","","","Only enable this if you want plan on doing missions YOURSELF. AND NOT AUTOMATING IT. Or if you're letting a different plugin do all the automating of turning in, craftings, gathering... and not letting I.C.E. handle interacting with those plugins","ミッションを自分で操作し、I.C.E.では自動化しない場合だけ有効にしてください。"
"ICE","","","","Overlay Window","オーバーレイウィンドウ"
"ICE","","","","Pathfinding","経路探索"
"ICE","","","","Personalized Fishing Spots","個人用釣り場"
"ICE","","","","Pioneer's | Mountaineer's Gift I","パイオニア／マウンテニアギフトI"
"ICE","","","","Pioneer's | Mountaineer's Gift II","パイオニア／マウンテニアギフトII"
"ICE","","","","Planet Selection","惑星選択"
"ICE","","","","Play Sound Alert on Stop","停止時に通知音を鳴らす"
"ICE","","","","Plugin Logs","プラグインログ"
"ICE","","","","Plugin Requirements","必要プラグイン"
"ICE","","","","Post Mission Commands","ミッション後コマンド"
"ICE","","","","Post Mission Settings","ミッション後設定"
"ICE","","","","Potion","薬品"
"ICE","","","","Potions","薬品"
"ICE","","","","Prefer smaller wheel","小さいホイールを優先"
"ICE","","","","Prevent Overcap","上限超過を防ぐ"
"ICE","","","","Prioritize closest gathering node","最も近い採集ポイントを優先"
"ICE","","","","Quick Apply Turnins","納品設定をクイック適用"
"ICE","","","","Randomize radius (yalms)","ランダム半径（ヤルム）"
"ICE","","","","Randomize waypoint positions","ウェイポイント位置をランダム化"
"ICE","","","","Recipe Detailed Info","レシピ詳細情報"
"ICE","","","","Record Settings","記録設定"
"ICE","","","","Red Alert","レッドアラート"
"ICE","","","","Relic Grind","レリック周回"
"ICE","","","","Remove Mission Upon Gold Completion","金評価達成時にミッションを除外"
"ICE","","","","Repair all gear in bag","所持品内の装備をすべて修理"
"ICE","","","","Repair at Vendor","修理NPCで修理"
"ICE","","","","Repair Settings","修理設定"
"ICE","","","","Reset Weights","重みをリセット"
"ICE","","","","Retarget","再ターゲット"
"ICE","","","","Run Drone Finder","ドローン探索を実行"
"ICE","","","","Safety Settings","安全設定"
"ICE","","","","Save to Favorites","お気に入りへ保存"
"ICE","","","","Select Class","クラス選択"
"ICE","","","","Select Gathering Food","採集用食事を選択"
"ICE","","","","Select Mode","モード選択"
"ICE","","","","Select Mounting Option","マウント設定を選択"
"ICE","","","","Self Repair Crafter","クラフターで自己修理"
"ICE","","","","Self Repair Gather","ギャザラーで自己修理"
"ICE","","","","Sequence Missions","連続ミッション"
"ICE","","","","Setup Gathering Profiles","採集プロファイルを設定"
"ICE","","","","Show Crazy Taxi Arrow when navmeshing","navmesh移動中にCrazy Taxi矢印を表示"
"ICE","","","","Show Current Class Score","現在クラスのスコアを表示"
"ICE","","","","Show enabled missions on weather hover","天候にカーソルを合わせたとき有効ミッションを表示"
"ICE","","","","Show Experience Bars on Overlay","オーバーレイに経験値バーを表示"
"ICE","","","","Show random location debug target","ランダム地点のデバッグターゲットを表示"
"ICE","","","","Show Seconds","秒を表示"
"ICE","","","","Show Total Score","合計スコアを表示"
"ICE","","","","So if you stop and you're unsure why... this might be why","停止した理由が分からない場合は、この設定が原因かもしれません"
"ICE","","","","Solver","ソルバー"
"ICE","","","","Solver Type","ソルバー種別"
"ICE","","","","Sort By","並び順"
"ICE","","","","Squadron Manual","中隊マニュアル"
"ICE","","","","Stage","段階"
"ICE","","","","Standard","標準"
"ICE","","","","Start","開始"
"ICE","","","","Start Gambling @","Gamba開始値 @"
"ICE","","","","Stop","停止"
"ICE","","","","Stop @ Relic Complete","レリック完成時に停止"
"ICE","","","","Stop after current mission","現在のミッション終了後に停止"
"ICE","","","","Stop at Cosmic Credits","コスモクレジット到達時に停止"
"ICE","","","","Stop at Cosmic Score","コスモスコア到達時に停止"
"ICE","","","","Stop at Level","指定レベル到達時に停止"
"ICE","","","","Stop at Planetary Credit Amount","惑星クレジット指定値で停止"
"ICE","","","","Stop once relic completed","レリック完成後に停止"
"ICE","","","","Stop when below x dark matter","ダークマターが指定数未満で停止"
"ICE","","","","Stop When Mastery Complete","マスターシップ完了時に停止"
"ICE","","","","Stop When...","停止条件..."
"ICE","","","","Stuck Detection","スタック検出"
"ICE","","","","Stylist","Stylist"
"ICE","","","","Swap jobs when turning in relic","レリック納品時にジョブを切替"
"ICE","","","","These are a list of the following plugins that are required for the plugin to function. If you don't have these installed, it will not function properly","このプラグインの動作に必要なプラグイン一覧です。導入されていない場合、正常に動作しません。"
"ICE","","","","This is your personalized shopping list that you can create that it will run when you hit a certain amount of credits.","指定クレジット数に達したとき実行する、自分用の買い物リストです。"
"ICE","","","","This isn't required, but highly recommended for leveling up characters. It will auto equip gear from your armory/inventory, and swap it out when running Leveling Grind Mode","必須ではありませんが、レベリング時に強く推奨します。アーマリーチェスト／所持品から装備を自動更新し、レベリング周回中に着替えます。"
"ICE","","","","This will allow you to grind other classes for criticals/red alerts. (So if you're on crp, but a bsm red alert pops up)","他クラスのクリティカル／レッドアラートも周回対象にします。（例：CRP中にBSMのレッドアラートが出た場合）"
"ICE","","","","This will make the Gamba prefer wheels with less items.","Gambaでアイテム数の少ないホイールを優先します。"
"ICE","","","","Travel & Pathfinding","移動・経路探索"
"ICE","","","","Turnin if relic is complete##RelicTurnin_GeneralSetting","レリック完成時に納品##RelicTurnin_GeneralSetting"
"ICE","","","","Until maxed only","最大になるまでのみ"
"ICE","","","","Use Aethernet","都市内転送を使用"
"ICE","","","","Use Boards (hover platforms)","ボード（浮遊足場）を使用"
"ICE","","","","Use cogs button instead of home","ホームの代わりに歯車ボタンを使用"
"ICE","","","","Use cordial when below the following GP","GPが以下になったらコーディアルを使用"
"ICE","","","","Use food on gathering missions","採集ミッションで食事を使用"
"ICE","","","","Use Global Artisan Settings","Artisan共通設定を使用"
"ICE","","","","Use Hub Return","拠点帰還を使用"
"ICE","","","","Use mount in mission","ミッション中にマウントを使用"
"ICE","","","","Use mount outside mission","ミッション外でマウントを使用"
"ICE","","","","Use personal return spots","個人用帰還地点を使用"
"ICE","","","","Use Red Alert NPC for travel","移動にレッドアラートNPCを使用"
"ICE","","","","Use Stylist to re-equip tools","Stylistで道具を再装備"
"ICE","","","","Visualize Dismount Radius","降りる範囲を表示"
"ICE","","","","Visualize radius","範囲を表示"
"ICE","","","","When enabled, overlays will render over the native UI elements","有効にすると、オーバーレイをゲーム標準UIより前面に表示します"
"ICE","","","","Where'd the dual craft amount go?","2クラス製作数の設定はどこ？"
"ICE","","","","You can't buy any items with your current credit value/items (tis fine, this just a test)","現在のクレジット／所持アイテムでは購入できるものがありません。（テスト用表示です）"
"ICE","","","","Show tab list","タブ一覧を表示"
"ICE","","","","Hide tab list","タブ一覧を隠す"
"ICE","","","","Sheet: Mission Rewards","シート: ミッション報酬"
"ICE","","","","Group","グループ"
"ICE","","","","Hi! Welcome to Ice's Cosmic Exploration [Short form, I.C.E.]","ようこそ！Ice's Cosmic Exploration（略称 I.C.E.）へ"
"ICE","","","","This plugin is meant to help you with your cosmic exploration needs, from automating the gathering and crafting process, to the buying of shop items or spending those planetary credits away.","このプラグインは、採取・製作の自動化からショップでの購入、惑星クレジットの消費まで、宇宙探査を幅広く支援します。"
"ICE","","","","Gathering Setup","採取セットアップ"
"ICE","","","","If you would like to auto setup gathering to where all missions have their gathering buffs to what I would recommend","全ミッションの採取バフをおすすめ設定に自動でセットアップしたい場合はこちら"
"ICE","","","","All gathering profile have been updated/automatically applied","すべての採取プロファイルを更新し、自動で適用しました"
"ICE","","","","Main Logs","メインログ"
"ICE","","","","Destination Logs","移動先ログ"
"ICE","","","","Copy logs to clipboard","ログをクリップボードにコピー"
"ICE","","","","Search logs...","ログを検索..."
"ICE","","","","Count","回数"
"ICE","","","","Level","レベル"
"ICE","","","","Category","カテゴリ"
"ICE","","","","Message","メッセージ"
"ICE","","","","Destination Log Viewer","移動先ログビューア"
"ICE","","","","Timestamp","時刻"
"ICE","","","","Destination","移動先"
"ICE","","","","Distance","距離"
"ICE","","","","Copy Info","情報をコピー"
"ICE","","","","Unknown Tip View","不明なヒント画面"
"ICE","","","","Each planet has a dedicated set of missions are deemed the most ""Optimal"" when it comes to farming score.
There's certain missions that are worth grinding more than others. Weather/time also plays a part of it all. Below is what I would recommend on a per class basis.","各惑星には、スコア稼ぎの面で最も「効率的」とされるミッション群があります。
中には他より周回する価値の高いミッションがあり、天候や時間も関係します。以下はクラスごとのおすすめです。"
"ICE","","","","There is 5 different modes that exist currently (as of writing this) that all serve minorly differently functions.","現在（執筆時点で）5種類のモードがあり、それぞれ少しずつ異なる役割を持っています。"
"ICE","","","","Depending on what you want / what your goal is, these all serve all different functions.","目的や目標に応じて、それぞれ違った使い方ができます。"
"ICE","","","","Mode Selection Info","モード選択の説明"
"ICE","","","","Leveling Mode","レベリングモード"
"ICE","","","","The most straightforward mode. Standard runs only the missions you have enabled for your current class — you pick what you want done, and it handles the rest.","最も分かりやすいモードです。スタンダードは現在のクラスで有効にしたミッションだけを実行します。やりたいことを選べば、あとは自動で処理します。"
"ICE","","","","This gives you full control over what missions to run, making it ideal for:","実行するミッションを完全に制御できるため、次の用途に最適です："
"ICE","","","","Score Farming — select specific high-value missions","スコア稼ぎ — 高価値のミッションを選んで周回"
"ICE","","","","Exp Grinding","経験値稼ぎ"
"ICE","","","","Credit / Planetary Credits / Token farming","クレジット／惑星クレジット／トークン稼ぎ"
"ICE","","","","Basic missions (Ranks D→A) will only pull from the class you started on. Provisional missions (Weather, Timed, and Sequence) and Red Alerts will be picked up between missions — enable the multi-class setting to allow switching classes for these as well.","基本ミッション（ランクD→A）は開始時のクラスからのみ選ばれます。臨時ミッション（天候・時限・シーケンス）と緊急ミッションはミッションの合間に受注されます。これらでクラス切替を許可するには、マルチクラス設定を有効にしてください。"
"ICE","","","","A mode designed to automate mission selection for relic progression with minimal intervention. It scans all available missions, evaluates the experience each one provides, and picks whichever yields the most for your current level.","レリック進行のためのミッション選択を、最小限の操作で自動化するモードです。受注可能な全ミッションを走査し、それぞれの経験値を評価して、現在のレベルで最も稼げるものを選びます。"
"ICE","","","","If you're high enough level to need the next rank category but haven't unlocked it yet (e.g. Rank D completed but Rank C not yet unlocked), make sure to unlock it manually before starting.","次のランク帯が必要なレベルに達しているのに未解放の場合（例: ランクDは完了したがランクCが未解放）、開始前に手動で解放しておいてください。"
"ICE","","","","Note: this mode does not swap planets for you. Each planet also has an exp cap:","注意: このモードは惑星の移動を行いません。また各惑星には経験値の上限があります："
"ICE","","","","Sinus   — Rank IV Max","焦がれの入江   — ランクIVまで"
"ICE","","","","Phaenna — Rank V Max","パエンナ — ランクVまで"
"ICE","","","","Oizys   — Rank VI Max","オイジュス   — ランクVIまで"
"ICE","","","","Auxesia - Rank VII Max","アウクセシア - ランクVIIまで"
"ICE","","","","So make sure that you're on the correct planet to accomodate for the exp that you needand to allow for completion your relic.","必要な経験値が得られ、レリックを完成させられる正しい惑星にいることを確認してください。"
"ICE","","","","Gold Completion","ゴールド達成"
"ICE","","","","A very direct mode of aiming to get a gold completion of every single mission that is not currently gold-completed.Removed the need of selecting each mission that you want to do, and will automatically pick->choose the missions based onthe priority that you currently have set.","ゴールド未達成の全ミッションでゴールド評価を目指す、とても直接的なモードです。やりたいミッションを個別に選ぶ必要がなく、現在設定している優先度に基づいて自動でミッションを選択します。"
"ICE","","","","PLEASE NOTE: that this has no other internal logic. It has no way to tell it can't do the mission due to eithera set of missing stats, no food... ect. This is just meant to be the most direct ""auto select missions that it can do"".If you want some control over WHICH missions that you know you can do, select standard mode and choose the missions that need completed","注意: このモードにはそれ以外の内部ロジックはありません。ステータス不足や食事なしなどでミッションをこなせないかどうかは判断できません。あくまで「できるミッションを自動で選ぶ」だけの最も直接的なモードです。こなせると分かっているミッションを自分で制御したい場合は、スタンダードモードで完了したいミッションを選んでください。"
"ICE","","","","This mode also respects the settings of being able to grind off class provisionals","このモードも、他クラスの臨時ミッションを回す設定を尊重します"
"ICE","","","","A mode designed around selecting the best missions that give both the most experience, while alsochoosing the missions that can be done the quickest. These are all completed on bronze completion (aka the fastest you can complete a mission)because experience doesn't scale off of the level of turnin. Meaning if a mission gives 125% exp, it'll alwayws give that","最も経験値が多く、かつ最も速く終わるミッションを選ぶことに特化したモードです。経験値は納品評価に応じて変わらないため、すべてブロンズ評価（＝最速の完了）で納品します。つまり125%の経験値を与えるミッションは常にその値を与えます。"
"ICE","","","","Crafters","クラフター"
"ICE","","","","Missions are selected with the lowest progress","進捗が最も低いミッションが選ばれます"
"ICE","","","","Quality DOES NOT MATTER for these","品質は一切関係ありません"
"ICE","","","","YOU WILL NEED TO GO UNLOCK COLLECTABLES IN MOR DHONA AT LV. 50 IF YOU HAVEN'T ALREADY","まだの場合は、Lv.50でモードゥナに行き、収集品を解放しておく必要があります"
"ICE","","","","You can get away with leveling up your gear at the following levels if you really wanna be stingy like me:","私のように節約したいなら、装備の更新は次のレベルで済ませられます："
"ICE","","","","These are the points where I found i could just get away with, if you want to make it go faster absolutely can grab gear more often between but.","これが私が最低限で済ませられたポイントです。もっと速く進めたければ、間でこまめに装備を更新しても構いません。"
"ICE","","","","A bit more tedious, and defitenly not the fastest, but it's the safest so far.","少し手間がかかり最速ではありませんが、今のところ最も安全な方法です。"
"ICE","","","","Fisher has profiles already built into the plugin, and Btn/Min will auto set profiles to be able to turnin missions ASAP","漁師はプラグインに組み込みのプロファイルがあり、園芸師/採掘師はできるだけ早く納品できるよう自動でプロファイルを設定します"
"ICE","","","","You NEED to get gear more often here than crafters, about every 5-7 levels below lv 50, then about every 3 levels after","クラフターより頻繁に装備更新が必要です。Lv.50までは5〜7レベルごと、以降は約3レベルごとが目安です"
"ICE","","","","Cosmic Agenda | Agenda Mode","コスモアジェンダ | アジェンダモード"
"ICE","","","","The mode to help combine (most) of the other modes into one little playlist so you can set and forget.The purpose of this is to allow you to organize when and what order you want to do things","他のモード（の大半）を1つのプレイリストにまとめ、設定したら放置できるようにするモードです。いつ・どの順番で何をするかを整理できます"
"ICE","","","","This includes but not limited to:","例えば次のようなことができます："
"ICE","","","","Leveling selected classes to to a specific level","選択したクラスを特定のレベルまで上げる"
"ICE","","","","Farming specific classes scores to 500k","特定クラスのスコアを50万まで稼ぐ"
"ICE","","","","Completed relics on all classes","全クラスのレリックを完成させる"
"ICE","","","","You can specify the modes that you want to use these from, and it will run continue attempting to do that class until that objective is complete.This will respect any setting that you currently have enabled, it's jsut a fancy way of letting you the user choose what to do","使用するモードを指定でき、その目標が達成されるまでそのクラスで実行を続けます。現在有効な設定はすべて尊重されます。ユーザーが何をするかを選ぶための便利な仕組みです"
"ICE","","","","Welcome! This is probably the most complicated plugin I've created so far.","ようこそ！これはおそらく私がこれまでに作った中で最も複雑なプラグインです。"
"ICE","","","","This plugin is designed for specifically for the use of Cosmic Exploration, and is kinda hefty. So I'm going to try and go through all the different tips / tricks","このプラグインは宇宙探査専用に設計されており、かなりボリュームがあります。そこで、さまざまなヒントやコツを順に説明していきます"
"ICE","","","","To the side you'll find a couple of different tabs that will *try* and answer any question that you migth have.","横にあるいくつかのタブで、疑問への答えが（できる限り）見つかるはずです。"
"ICE","","","","PLEASE MAKE SURE TO CHECK THE REQUIREMENTS SECTION TO SEE WHAT YOU NEED FOR WHAT","何に何が必要かは、必ず「必要要件」のセクションで確認してください"
"ICE","","","","Or just read a specific tab to find out. Probably would answer a lot of questions","または該当するタブを読んでください。多くの疑問はそれで解決するはずです"
"ICE","","","","Current Agenda","現在のアジェンダ"
"ICE","","","","Mode Selection","モード選択"
"ICE","","","","Description","説明"
"ICE","","","","Save","保存"
"ICE","","","","Saved Agenda's","保存済みアジェンダ"
"ICE","","","","Job","ジョブ"
"ICE","","","","Agenda","アジェンダ"
"ICE","","","","Run Until..","目標.."
"ICE","","","","Mode Select","モード選択"
"ICE","","","","You currently don't have any profiles saved! Please either make one and save, or import if you would like to populate this listing","保存済みのプロファイルがありません。作成して保存するか、インポートして一覧に追加してください"
"ICE","","","","Remove","削除"
"ICE","","","","Progress","進捗"
"ICE","","","","Job Selection","ジョブ選択"
"ICE","","","","No score can be loaded","スコアを読み込めません"
"ICE","","","","No Mastery info can be loaded","マスタリー情報を読み込めません"
"ICE","","","","This mission is currently missing stuff to allow it to work. It might be planet locked, or could be just needs mapped out
I'll get to it when my world gets to it o/","このミッションは動作に必要な情報が不足しています。惑星でロックされているか、まだマッピングされていない可能性があります
私のワールドが追いついたら対応します o/"
"ICE","","","","This mission doesn't have a fishing preset yet, this is your warning for this.","このミッションにはまだ釣りプリセットがありません。ご注意ください。"
"ICE","","","","Time Slot","時間帯"
"ICE","","","","Previous Missions","前のミッション"
"ICE","","","","Next Missions","次のミッション"
"ICE","","","","Click button to view external details","ボタンを押すと詳細ウィンドウを表示します"
"ICE","","","","[Average] Rewards per minute","[平均] 1分あたりの報酬"
"ICE","","","","Kind","種類"
"ICE","","","","Credits","クレジット"
"ICE","","","","Planetary","惑星"
"ICE","","","","Tokens","トークン"
"ICE","","","","Master Settings","マスター設定"
"ICE","","","","Timed Turnin##TurninGoalRadio","時間切れで納品##TurninGoalRadio"
"ICE","","","","Will turnin once the timer runs out
Currently there isn't a way to stop artisan from crafting, it's been requested
Please give it time","タイマーが切れたら納品します
現状 Artisan の製作を止める手段はなく、要望済みです
しばらくお待ちください"
"ICE","","","","Score Goal##ScoreGoalRadio","目標スコア##ScoreGoalRadio"
"ICE","","","","Will turnin when 1 of the 2 things are met:
1: Score that you personally have set has been met
2: Timer has ran out
You can set your score with this mode yourself, due to not knowing the scoring break points
Yet","次のどちらかを満たしたら納品します：
1: 自分で設定したスコアに到達した
2: タイマーが切れた
スコアの区切りが判明していないため、このモードでは目標スコアを自分で設定できます
（今のところは）"
"ICE","","","","Score Goal##ScoreGoalInput","目標スコア##ScoreGoalInput"
"ICE","","","","After X Crafts","X回製作後"
"ICE","","","","Will turn in after X amount of crafts have been completed
Good if you're goal is to just craft a certain amount and not worry bout score
DO NOT. SET THIS TO SOME REDICULOUS AMOUNT AND ASK WHY IT DOESN'T WORK","指定回数の製作が完了したら納品します
一定数だけ製作したくスコアを気にしない場合に便利です
とんでもない回数を設定して「動かない」と聞かないでください"
"ICE","","","","Quick Turnin##QuickTurninRadio","即納品##QuickTurninRadio"
"ICE","","","","Will turnin the mission as soon as it can
Very useful for quick score farming, mount tokens.
For BTN/MIN, this will gather the non-collectable item","できるだけ早くミッションを納品します
手早いスコア稼ぎやマウントトークン集めに便利です
園芸師/採掘師では収集品でないアイテムを採取します"
"ICE","","","","Crafter Recipies","クラフターレシピ"
"ICE","","","","Gather Profile","採取プロファイル"
"ICE","","","","Select Gather Profile","採取プロファイルを選択"
"ICE","","","","Select gathering profile","採取プロファイルを選択"
"ICE","","","","Collectable / Auto","収集品 / 自動"
"ICE","","","","Fishing Profile","釣りプロファイル"
"ICE","","","","Select Fishing Profile","釣りプロファイルを選択"
